date,time,latitude,longitude,number_of_vehicles,number_of_casualties,speed_limit
03/01/2023,19:12,51.356551,-0.097759,1,1,30
07/01/2023,10:05,51.593701,0.022379,1,1,30
14/01/2023,16:15,51.466689,-0.011289,1,1,20
15/01/2023,19:51,51.671577,-0.037543,1,1,30
16/01/2023,19:22,51.447944,0.117279,2,1,30
16/01/2023,22:33,51.551498,-0.199477,2,1,20
21/01/2023,19:06,51.484359,-0.393765,1,1,20
26/01/2023,22:03,51.639292,-0.022953,1,1,30
05/02/2023,20:30,51.517223,0.072594,2,5,40
08/02/2023,13:34,51.634298,-0.069788,1,1,40
11/02/2023,03:15,51.600339,-0.011924,1,1,50
17/02/2023,05:20,51.50044,0.142794,1,1,50
19/02/2023,19:31,51.490639,0.082307,5,4,30
21/02/2023,21:37,51.549155,0.092435,1,1,30
23/02/2023,20:20,51.502327,-0.188952,1,1,20
28/02/2023,19:42,51.51838,-0.186139,1,1,20
28/02/2023,18:48,51.63811,-0.27361,4,1,70
08/03/2023,09:43,51.435395,-0.128195,1,2,20
20/03/2023,02:28,51.512052,-0.028611,2,2,20
20/03/2023,22:45,51.469111,-0.141991,2,1,20
27/03/2023,23:55,51.482801,-0.501589,3,1,70
02/04/2023,02:40,51.461372,-0.115731,1,1,20
05/04/2023,14:05,51.373703,-0.231706,1,1,20
18/04/2023,14:50,51.367048,0.04723,1,1,40
19/04/2023,08:30,51.506647,0.22524,4,2,50
28/04/2023,13:11,51.517546,-0.250239,2,2,20
28/04/2023,18:43,51.630996,-0.096659,1,1,20
01/05/2023,21:17,51.481013,-0.462807,1,1,50
03/05/2023,16:45,51.598686,0.020637,1,1,30
06/05/2023,09:05,51.576194,0.052314,2,1,40
06/05/2023,09:22,51.52669,-0.292258,3,1,30
10/05/2023,15:20,51.493381,-0.198411,3,1,30
11/05/2023,20:15,51.433027,-0.117948,2,1,20
13/05/2023,16:35,51.552457,-0.01958,2,3,30
17/05/2023,13:21,51.57812,-0.416858,3,1,30
18/05/2023,03:59,51.417401,-0.126543,1,1,30
24/05/2023,07:40,51.521363,-0.137746,2,1,20
24/05/2023,15:30,51.467494,-0.172407,1,1,20
28/05/2023,16:17,51.492981,-0.428826,1,1,30
30/05/2023,14:50,51.61191,-0.043396,1,2,40
06/02/2023,09:36,51.461584,-0.115492,1,1,20
09/06/2023,02:15,51.454874,0.026399,2,1,30
09/06/2023,17:25,51.565104,-0.324624,2,1,30
12/06/2023,09:00,51.615713,-0.082565,2,2,50
22/06/2023,00:29,51.642556,-0.060707,3,1,40
24/06/2023,06:22,51.374924,-0.303299,1,1,30
26/06/2023,15:29,51.579146,0.072639,2,1,30
04/07/2023,03:42,51.417581,-0.250464,1,1,50
06/07/2023,09:54,51.426169,-0.231911,1,6,20
13/07/2023,08:52,51.482723,-0.452639,3,2,50
15/07/2023,15:53,51.496919,-0.455904,1,1,50
09/07/2023,02:41,51.464172,-0.131639,2,1,20
30/06/2023,03:40,51.532013,-0.264607,1,1,20
30/07/2023,04:02,51.462421,-0.136318,1,1,20
05/08/2023,03:40,51.490573,-0.306845,1,1,40
06/08/2023,20:08,51.596387,0.027234,1,1,50
07/08/2023,16:32,51.565071,0.110553,1,1,30
11/08/2023,12:59,51.551086,-0.448922,1,1,30
14/08/2023,02:12,51.623225,-0.043516,2,2,40
18/08/2023,23:26,51.398399,-0.10025,5,1,30
22/08/2023,16:15,51.629951,-0.017247,2,1,30
23/08/2023,15:35,51.473928,-0.068328,1,1,20
10/08/2023,07:55,51.481786,-0.173161,2,1,20
10/09/2023,03:55,51.519784,-0.188563,1,1,20
10/09/2023,19:35,51.546461,-0.036845,3,2,20
12/09/2023,21:38,51.375068,-0.303337,1,1,50
14/09/2023,17:20,51.508916,-0.003744,1,1,40
15/09/2023,08:47,51.604084,-0.327652,2,1,30
15/09/2023,11:35,51.303824,-0.14866,1,1,40
21/09/2023,19:12,51.65225,-0.159593,1,1,20
21/09/2023,18:40,51.534999,-0.066292,2,1,20
25/09/2023,06:46,51.52372,-0.137275,3,2,20
06/10/2023,21:40,51.463436,-0.168797,1,1,20
12/10/2023,15:02,51.649093,-0.056858,2,1,30
15/10/2023,05:54,51.509862,-0.35749,2,1,20
09/10/2023,15:32,51.397775,0.113164,3,1,30
19/10/2023,05:52,51.53178,-0.109855,2,1,20
20/10/2023,13:20,51.57739,0.26495,1,1,70
20/10/2023,17:20,51.595768,-0.358349,2,1,30
29/10/2023,00:01,51.343149,-0.183661,1,1,30
29/10/2023,05:51,51.512188,0.184046,4,1,70
29/10/2023,11:35,51.492179,-0.408039,1,4,70
30/10/2023,06:44,51.401449,-0.038662,2,1,30
01/11/2023,11:19,51.431648,-0.306996,1,1,20
03/11/2023,12:14,51.427959,-0.168116,1,1,20
07/11/2023,11:17,51.593885,-0.106152,1,2,20
09/11/2023,17:26,51.448891,-0.131486,1,1,20
11/11/2023,12:29,51.350695,0.130113,2,1,60
20/11/2023,20:50,51.679473,-0.097173,2,1,30
25/11/2023,15:20,51.536789,-0.192055,1,1,20
30/11/2023,00:58,51.538691,-0.359394,1,1,40
05/12/2023,18:36,51.483878,-0.065819,2,1,20
07/12/2023,22:05,51.522509,-0.155646,1,2,30
08/12/2023,17:30,51.59606,0.022181,1,1,50
15/12/2023,02:53,51.507604,-0.006453,1,1,40
15/12/2023,17:16,51.584289,-0.020549,1,1,20
15/12/2023,21:00,51.351457,-0.019902,1,1,30
19/12/2023,06:07,51.646106,-0.186611,1,1,30
22/12/2023,17:07,51.611344,0.096218,1,1,30
08/12/2023,11:40,51.57341,-0.294447,3,1,20
28/08/2023,22:28,51.486825,0.170618,1,1,30
19/01/2023,13:30,54.387186,-3.418562,1,1,30
23/01/2023,17:21,54.836483,-3.077098,2,1,60
27/01/2023,15:15,54.846982,-2.863207,2,2,60
13/02/2023,17:51,54.647953,-3.47532,2,3,60
18/02/2023,07:57,54.930464,-2.803477,2,2,60
21/02/2023,07:56,54.6435,-3.542725,1,1,30
16/04/2023,12:17,54.247365,-2.429878,1,1,60
23/04/2023,20:11,54.724731,-2.80086,2,1,70
02/05/2023,13:19,54.330646,-2.622289,2,6,60
28/05/2023,10:30,54.63647,-2.764807,2,2,60
09/06/2023,18:38,54.584332,-2.494383,1,1,30
07/07/2023,06:12,54.524573,-2.319722,1,1,70
27/07/2023,17:36,54.931642,-2.742589,1,1,60
27/08/2023,12:50,54.474121,-2.373029,1,1,60
02/09/2023,15:36,54.99328,-3.047877,2,1,60
14/09/2023,12:20,54.451298,-2.911401,2,1,60
12/10/2023,06:15,54.240259,-2.726863,2,1,70
16/10/2023,19:50,54.826136,-2.888897,1,2,70
29/11/2023,11:00,54.535304,-2.567137,2,1,60
07/12/2023,22:54,54.763654,-2.834002,2,1,70
22/12/2023,11:04,54.763469,-3.333374,2,1,30
22/12/2023,18:45,54.655605,-3.457182,2,6,60
22/12/2023,09:25,54.200345,-2.588659,2,1,60
02/01/2023,11:10,53.914509,-2.844647,1,1,60
03/02/2023,05:30,53.77979,-2.569613,2,1,50
06/02/2023,17:24,53.844571,-3.053763,1,2,30
27/02/2023,10:18,54.053363,-2.738351,2,1,60
04/03/2023,23:40,54.065933,-2.695271,1,5,60
11/03/2023,01:50,53.790157,-2.246378,1,4,20
14/04/2023,22:45,53.57508,-2.778754,1,2,40
28/04/2023,11:43,53.851061,-3.0414,2,1,30
02/05/2023,10:02,53.87576,-3.0331,3,1,30
06/05/2023,21:29,53.750202,-2.429045,3,4,50
13/05/2023,18:52,53.679224,-2.309344,1,1,40
22/05/2023,01:15,53.787773,-2.275916,1,2,70
03/06/2023,18:04,53.752066,-2.335008,2,4,70
04/06/2023,18:07,53.766367,-2.680571,1,2,30
15/06/2023,08:35,53.871853,-2.811817,2,1,50
16/06/2023,20:08,53.52403,-2.882848,2,1,50
25/06/2023,12:40,53.830735,-3.056105,1,1,30
07/07/2023,19:20,53.767807,-2.333966,1,2,60
11/07/2023,14:17,53.673496,-2.171555,1,1,30
01/08/2023,16:21,53.733045,-2.707394,1,1,30
01/08/2023,11:30,53.772991,-2.38567,1,1,30
15/08/2023,13:15,53.847177,-2.74449,3,4,40
27/08/2023,20:21,53.855962,-2.177699,1,1,20
30/08/2023,04:02,53.530304,-2.865659,1,1,50
09/09/2023,10:50,53.784665,-2.301317,1,1,70
14/09/2023,00:02,53.739685,-2.984047,1,4,30
14/09/2023,13:04,54.148977,-2.746651,3,2,50
15/09/2023,23:15,53.816554,-3.0559,1,1,30
21/09/2023,09:17,53.747304,-2.470943,1,1,30
26/09/2023,12:40,53.645501,-2.653118,1,2,20
26/09/2023,17:49,53.651664,-2.875966,1,1,40
25/10/2023,17:47,53.927714,-2.98475,2,1,20
25/11/2023,12:09,53.61365,-2.718335,1,1,60
12/12/2023,21:48,53.597175,-2.571504,1,1,70
15/12/2023,21:48,53.570354,-2.96584,1,2,40
01/01/2023,09:55,53.486993,-2.800364,2,3,40
11/01/2023,18:41,53.391991,-3.177812,2,1,30
11/01/2023,23:16,53.465046,-3.014135,1,1,40
28/01/2023,16:04,53.479223,-2.674263,1,1,40
03/02/2023,21:10,53.476741,-2.905597,2,4,70
05/02/2023,14:25,53.418946,-2.92274,2,2,30
19/03/2023,23:40,53.346505,-2.830911,2,2,60
13/04/2023,21:05,53.486261,-2.981681,1,1,20
20/04/2023,16:28,53.441883,-2.941544,3,1,20
20/04/2023,21:57,53.388673,-3.024979,1,1,30
27/05/2023,02:02,53.401093,-2.847707,2,2,70
05/07/2023,06:54,53.45397,-2.699915,3,2,30
19/07/2023,23:05,53.494822,-2.973498,2,2,30
02/08/2023,16:15,53.554525,-3.061213,3,2,20
10/08/2023,08:25,53.421048,-2.981502,1,1,20
26/08/2023,21:23,53.383174,-2.918794,1,2,30
10/09/2023,19:10,53.344259,-2.984394,3,3,40
18/09/2023,15:45,53.409303,-2.985444,1,1,30
30/09/2023,13:49,53.39629,-3.173028,1,1,30
19/10/2023,06:45,53.647858,-2.969774,2,1,30
03/11/2023,06:59,53.464541,-2.876898,2,1,50
08/11/2023,15:50,53.427656,-2.866326,2,1,30
03/12/2023,17:54,53.398268,-2.968645,1,1,20
01/12/2023,06:10,53.463579,-2.722561,2,1,30
04/12/2023,16:30,53.433003,-2.742468,3,1,30
15/12/2023,19:42,53.380536,-2.866421,1,1,30
03/01/2023,21:42,53.462027,-2.277171,2,1,30
24/01/2023,06:45,53.440788,-2.158782,3,1,30
28/01/2023,21:03,53.594088,-2.443264,3,3,30
03/02/2023,11:15,53.644431,-2.097075,1,1,30
18/02/2023,03:15,53.392016,-2.145143,1,1,30
23/02/2023,13:31,53.550222,-2.120238,3,2,30
15/03/2023,13:27,53.553373,-2.297482,1,1,30
17/03/2023,00:36,53.443174,-2.263138,1,1,30
30/03/2023,11:52,53.617135,-2.423068,2,4,30
03/04/2023,07:57,53.55432,-2.120793,1,1,30
18/04/2023,23:16,53.521684,-2.469868,1,1,30
13/05/2023,15:10,53.5567,-2.266544,2,4,70
15/05/2023,11:46,53.56733,-2.435948,1,1,20
24/05/2023,20:05,53.567436,-2.339254,1,1,20
08/06/2023,13:57,53.48895,-2.294965,3,1,30
13/06/2023,23:52,53.596659,-2.457389,1,1,30
26/06/2023,14:35,53.490734,-2.632168,3,1,30
22/07/2023,22:11,53.459919,-2.290833,2,1,30
29/07/2023,13:50,53.388282,-2.254319,2,3,30
02/08/2023,14:18,53.592161,-2.137746,1,3,70
09/08/2023,13:40,53.550824,-2.200595,1,1,20
10/08/2023,17:04,53.469937,-2.349247,2,1,30
11/08/2023,18:30,53.48361,-2.276604,2,2,40
12/08/2023,05:10,53.387758,-2.357203,1,1,30
17/08/2023,14:20,53.376125,-2.256606,2,1,30
18/08/2023,22:10,53.468409,-2.235591,2,1,30
12/09/2023,13:30,53.378692,-2.349897,3,2,30
24/05/2023,11:56,53.475571,-2.249568,2,1,30
17/07/2023,09:15,53.548538,-2.522673,3,1,30
19/09/2023,00:16,53.475857,-2.399075,2,2,70
12/10/2023,16:48,53.461306,-2.207267,1,1,30
16/10/2023,13:12,53.480601,-2.237919,1,10,30
02/11/2023,18:37,53.563466,-2.331915,3,1,30
06/11/2023,23:21,53.457984,-2.239344,2,1,30
09/11/2023,11:35,53.385347,-2.128837,2,1,30
20/11/2023,17:55,53.478984,-2.125596,1,1,30
21/11/2023,12:20,53.588238,-2.412642,2,1,30
03/12/2023,20:30,53.417987,-2.308768,5,3,30
15/12/2023,16:10,53.529827,-2.515653,3,4,40
21/12/2023,22:30,53.613716,-2.089446,1,1,70
23/12/2023,16:06,53.613736,-2.032778,2,4,60
29/12/2023,17:05,53.400083,-2.053307,1,1,30
30/12/2023,05:40,53.448781,-2.135098,2,1,70
11/06/2023,09:50,53.583476,-2.52043,1,1,40
29/12/2023,18:30,53.260558,-2.506276,2,1,30
21/01/2023,17:10,53.101541,-2.421275,1,1,30
31/01/2023,04:30,53.42662,-2.554028,2,1,70
19/03/2023,03:15,53.360334,-2.056638,2,7,30
19/03/2023,21:30,53.420072,-2.622226,2,1,70
31/03/2023,23:15,53.104464,-2.405396,2,1,60
09/04/2023,18:25,52.986666,-2.597983,1,5,60
15/04/2023,20:28,53.310195,-2.354214,2,1,30
29/04/2023,03:45,53.426822,-2.552917,2,3,70
15/05/2023,08:50,53.10062,-2.546229,2,2,60
07/08/2023,09:00,53.146492,-2.929133,2,2,70
11/08/2023,19:56,53.332647,-2.725797,1,1,30
17/08/2023,21:40,53.414648,-2.53991,1,1,70
15/09/2023,16:45,53.29585,-2.616578,2,2,60
20/09/2023,06:44,53.180273,-2.853551,1,1,70
24/09/2023,02:08,53.160176,-2.240554,1,1,30
02/11/2023,22:20,53.343625,-2.028048,1,5,60
05/11/2023,10:45,53.212996,-2.89595,2,2,30
11/11/2023,12:38,53.18557,-2.845575,1,1,70
20/11/2023,20:17,53.354206,-2.470502,2,1,50
08/12/2023,17:00,53.238479,-2.802865,3,1,50
11/12/2023,08:08,53.192549,-2.865125,2,1,20
06/01/2023,11:53,54.976401,-1.635452,2,1,30
27/01/2023,14:39,54.968407,-2.468164,1,1,30
17/02/2023,10:05,54.807386,-1.433927,1,1,30
12/03/2023,00:35,55.159992,-1.665327,1,2,30
05/04/2023,20:43,55.159276,-1.611595,1,1,40
14/04/2023,20:47,54.850513,-1.392938,2,2,70
17/03/2023,12:55,55.394089,-1.774623,3,1,60
11/05/2023,12:30,54.945411,-1.445978,2,1,30
13/05/2023,18:02,55.177887,-2.036336,1,1,60
10/05/2023,13:17,54.971747,-2.270764,2,2,60
12/05/2023,09:50,55.179067,-1.607163,1,1,60
27/05/2023,09:30,55.106492,-1.845709,1,1,60
04/05/2023,23:42,54.927639,-1.739208,2,1,40
22/06/2023,01:05,54.904302,-1.385065,2,1,20
10/06/2023,01:40,54.991895,-1.615337,1,1,40
02/07/2023,15:25,55.03189,-1.579347,2,2,30
25/07/2023,17:01,55.120993,-2.14038,1,2,60
17/08/2023,19:35,54.983018,-1.613063,1,1,50
29/08/2023,12:37,55.073826,-1.466194,2,3,60
29/09/2023,04:47,55.073016,-1.643078,1,1,60
15/10/2023,16:12,54.995192,-1.683736,1,5,30
19/10/2023,14:29,54.900023,-1.381185,1,1,30
01/10/2023,12:57,55.032091,-2.03165,2,5,60
30/11/2023,09:06,54.979211,-1.988361,6,4,70
30/11/2023,17:47,54.98431,-2.212063,3,4,60
18/12/2023,16:00,54.924329,-1.578129,1,1,30
23/12/2023,10:03,55.595672,-1.814395,2,4,60
22/12/2023,21:30,55.109615,-1.618644,3,5,60
21/01/2023,19:39,54.811704,-1.706875,1,1,60
25/01/2023,17:20,54.575866,-1.940595,1,2,60
27/01/2023,05:39,54.586084,-1.563184,1,1,50
08/02/2023,17:26,54.702618,-1.433632,1,1,30
11/02/2023,19:09,54.527677,-1.548295,1,2,30
23/03/2023,19:29,54.731665,-1.679982,3,2,60
25/03/2023,02:35,54.749441,-1.359806,2,2,30
19/04/2023,16:20,54.529168,-1.552852,2,1,30
06/05/2023,13:40,54.658118,-1.632507,1,1,60
03/06/2023,19:02,54.741558,-1.996613,3,1,60
16/07/2023,08:35,54.815822,-1.818325,2,2,60
29/07/2023,06:46,54.72734,-1.649893,2,3,60
12/08/2023,01:02,54.698568,-1.748995,1,1,60
03/09/2023,23:35,54.884041,-1.694551,1,2,60
05/09/2023,07:55,54.658691,-1.652994,3,1,60
28/09/2023,05:29,54.62167,-1.732897,2,2,60
21/10/2023,22:00,54.860207,-1.785816,1,5,60
22/11/2023,17:39,54.776682,-1.742013,3,1,60
23/11/2023,08:40,54.549513,-1.644862,2,1,60
02/12/2023,13:10,54.845497,-1.7972,2,1,60
15/12/2023,09:34,54.898577,-1.682466,3,1,60
16/12/2023,23:40,54.773449,-1.571212,1,1,30
16/12/2023,15:28,54.613873,-1.823188,2,3,60
25/12/2023,15:28,54.705583,-1.594988,2,3,30
07/01/2023,17:57,53.726808,-0.991064,1,2,60
01/02/2023,10:29,54.357012,-1.324789,1,1,70
06/03/2023,13:45,54.464948,-1.326315,1,2,70
02/04/2023,17:20,53.929535,-1.792767,2,1,60
02/04/2023,12:08,53.909921,-1.645435,2,1,60
01/05/2023,12:23,54.405791,-1.795074,2,1,60
16/04/2023,13:29,54.250097,-0.380294,1,1,60
27/03/2023,01:20,53.915411,-1.174659,1,1,70
22/03/2023,15:46,53.960189,-2.020005,2,3,30
17/06/2023,18:50,53.712422,-1.189394,2,3,60
23/06/2023,20:43,54.269128,-0.489145,1,1,60
28/06/2023,14:31,54.237267,-1.498507,2,1,60
30/03/2023,14:56,53.969954,-1.313985,2,2,60
24/06/2023,14:19,54.021727,-1.314538,2,7,60
13/07/2023,20:29,53.870617,-1.060214,2,2,60
07/07/2023,20:27,54.276584,-0.415979,1,5,30
29/07/2023,18:28,54.166367,-1.079901,2,1,60
03/08/2023,19:45,53.942867,-1.129769,1,1,30
16/06/2023,12:12,54.092549,-2.329369,3,1,60
18/06/2023,01:21,53.916745,-1.528495,3,3,60
20/08/2023,20:20,54.362057,-0.945045,3,1,60
25/08/2023,12:30,53.697944,-1.026667,2,1,60
26/08/2023,17:18,54.048292,-1.547703,2,3,60
12/09/2023,18:50,54.066296,-1.67335,1,1,60
20/09/2023,14:40,53.760586,-1.221231,2,1,60
21/08/2023,20:16,54.006086,-1.074132,1,1,30
07/10/2023,07:11,54.166686,-2.522671,2,1,60
20/06/2023,16:45,54.236511,-1.220831,1,1,60
08/10/2023,19:00,54.506107,-0.823191,2,6,60
18/08/2023,08:10,53.984617,-2.083364,3,1,60
17/08/2023,07:00,53.969976,-1.978531,1,1,60
21/10/2023,13:24,53.958466,-2.042788,1,2,60
13/11/2023,16:00,53.992402,-1.530097,1,1,30
03/12/2023,14:27,54.232312,-0.608641,1,1,60
03/09/2023,14:21,54.062501,-1.538045,3,8,60
13/12/2023,23:10,54.310713,-1.571345,2,1,70
05/12/2023,15:08,54.012907,-0.990261,2,3,60
28/12/2023,11:48,54.448453,-0.798657,1,3,60
06/11/2023,17:38,54.013554,-1.557312,1,1,40
03/01/2023,23:45,53.84552,-1.765139,2,2,30
09/01/2023,11:00,53.750065,-1.82733,2,2,50
11/01/2023,22:22,53.689627,-1.832347,1,1,50
13/01/2023,21:05,53.809938,-1.651092,1,1,30
16/01/2023,08:45,53.812279,-1.537929,3,3,30
25/01/2023,17:30,53.769309,-1.533728,1,1,30
01/02/2023,14:27,53.648953,-1.928255,1,1,30
01/02/2023,23:42,53.798932,-1.710303,2,1,30
03/02/2023,00:01,53.73158,-1.66699,1,5,30
10/02/2023,22:31,53.695428,-1.422744,2,1,30
22/02/2023,08:25,53.803799,-1.612849,1,2,40
23/02/2023,13:22,53.722558,-1.667531,2,1,40
13/03/2023,12:00,53.862666,-1.909188,3,1,30
25/03/2023,18:10,53.816293,-1.627361,2,2,30
15/04/2023,22:27,53.800903,-1.543323,1,1,30
24/04/2023,01:30,53.778828,-1.788562,3,3,30
27/04/2023,16:23,53.724448,-1.356663,2,1,30
07/05/2023,17:35,53.713685,-1.92713,3,6,40
13/05/2023,18:13,53.710991,-1.285084,2,4,70
13/05/2023,13:07,53.67627,-1.917339,5,1,30
20/05/2023,10:10,53.679177,-1.638169,1,1,30
24/05/2023,17:55,53.617491,-1.696534,2,3,30
19/06/2023,12:15,53.846807,-1.530056,2,1,20
08/07/2023,11:09,53.719219,-1.870643,1,1,30
08/06/2023,12:27,53.719381,-1.426356,1,1,30
21/07/2023,00:36,53.765193,-1.560064,5,3,40
12/08/2023,08:26,53.658563,-1.530683,2,4,70
05/08/2023,21:46,53.723426,-1.738843,1,1,70
28/08/2023,14:01,53.670322,-1.522167,3,1,30
30/08/2023,17:59,53.641097,-1.842885,2,1,30
11/08/2023,09:55,53.771325,-1.823495,3,2,30
21/07/2023,18:56,53.778132,-1.728732,2,2,40
11/09/2023,00:30,53.700419,-1.92791,1,1,40
26/09/2023,16:53,53.722816,-1.723071,3,1,30
29/09/2023,03:15,53.842233,-1.578573,1,4,70
11/10/2023,16:28,53.856903,-1.90724,2,2,20
